//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
1151    |DCJL|XIIDA,D4A    |XII     |36-38,(20-22),16-18,10-12,(6-8),64,(66),(68)                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D44,D28,D20;
1152    |DCJL|XIIDA,D6A    |XII     |36-38,(20-22),16-18,10-12,(6-8),64,(66),68                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D44,D28,D20;
1153    |DCJL|XIIDA,D8A    |XII     |36-38,(20-22),16-18,10-12,(6-8),64,66                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D44,D28,D20;
1154    |DCJL|XIIDA,SNDZA    |XII     |36-38,(20-22),16-18,10-12,6-8                     |36DG,22DG,16-28DG,8DG                     |D44,D28,D20;
1155    |DCJL|XIIDA,SDZA    |XII     |36-38,20-22,10-12,2-4                     |36DG,10DG,4DG                     |D44,D24;
1156    |DCJL|XIIDA,SL2DA    |XII     |36-38,20-22,10-12,(2-4)                     |36DG,10DG,4DG,2DG                     |D44,D24;
1157    |DCJL|XIIDA,D2A    |XII     |36-38,20-22,10-12,(2-4),X1-X2                     |36DG,10DG,4DG,2DG,X1DG                     |D44,D24;
1158    |DCJL|X4DA,D46A    |X4     |48,36-38                     |48-50DG,38DG                     |D54,D46;
1159    |DCJL|X4DA,D24A    |X4     |48,(36-38),20-22                     |48-50DG,38DG,36DG                     |D54,D44,D24;
1160    |DCJL|X4DA,D20A    |X4     |48,(36-38),(20-22),16-18,10-12                     |48-50DG,38DG,36DG,22DG,16-28DG                     |D54,D44,D28,D20;
1161    |DCJL|X4DA,D16A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG                     |D54,D44,D28,D20;
1162    |DCJL|X4DA,D10A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,(66)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1163    |DCJL|X4DA,D12A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),(64)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1164    |DCJL|X4DA,D4A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,(66),(68)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1165    |DCJL|X4DA,D6A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,(66),68                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1166    |DCJL|X4DA,D8A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,66                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1167    |DCJL|X4DA,SNDZA    |X4     |48,(36-38),(20-22),16-18,10-12,6-8                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG                     |D54,D44,D28,D20;
1168    |DCJL|X4DA,SDZA    |X4     |48,(36-38),20-22,10-12,2-4                     |48-50DG,38DG,36DG,10DG,4DG                     |D54,D44,D24;
1169    |DCJL|X4DA,SL2DA    |X4     |48,36-38,2-4                     |48-50DG,38DG,2DG                     |D54,D46;
1170    |DCJL|X4DA,D2A    |X4     |48,36-38,2-4,X1-X2                     |48-50DG,38DG,2DG,X1DG                     |D54,D46;
1171    |DCJL|X6DA,D46A    |X6     |(50),(48),36-38                     |48-50DG,38DG                     |D54,D46;
1172    |DCJL|X6DA,D24A    |X6     |(50),(48),(36-38),20-22                     |48-50DG,38DG,36DG                     |D54,D44,D24;
1173    |DCJL|X6DA,D20A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12                     |48-50DG,38DG,36DG,22DG,16-28DG                     |D54,D44,D28,D20;
1174    |DCJL|X6DA,D16A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG                     |D54,D44,D28,D20;
1175    |DCJL|X6DA,D10A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1176    |DCJL|X6DA,D12A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),(64)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1177    |DCJL|X6DA,D4A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),(68)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1178    |DCJL|X6DA,D6A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),68                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1179    |DCJL|X6DA,D8A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,66                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1180    |DCJL|X6DA,SNDZA    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,6-8                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG                     |D54,D44,D28,D20;
1181    |DCJL|X6DA,SDZA    |X6     |(50),(48),(36-38),20-22,10-12,2-4                     |48-50DG,38DG,36DG,10DG,4DG                     |D54,D44,D24;
1182    |DCJL|X6DA,SL2DA    |X6     |(50),(48),36-38,2-4                     |48-50DG,38DG,2DG                     |D54,D46;
1183    |DCJL|X6DA,D2A    |X6     |(50),(48),36-38,2-4,X1-X2                     |48-50DG,38DG,2DG,X1DG                     |D54,D46;
1184    |DCJL|X8DA,D46A    |X8     |50,(48),36-38                     |48-50DG,38DG                     |D54,D46;
1185    |DCJL|X8DA,D24A    |X8     |50,(48),(36-38),20-22                     |48-50DG,38DG,36DG                     |D54,D44,D24;
1186    |DCJL|X8DA,D20A    |X8     |50,(48),(36-38),(20-22),16-18,10-12                     |48-50DG,38DG,36DG,22DG,16-28DG                     |D54,D44,D28,D20;
1187    |DCJL|X8DA,D16A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG                     |D54,D44,D28,D20;
1188    |DCJL|X8DA,D10A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1189    |DCJL|X8DA,D12A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),(64)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1190    |DCJL|X8DA,D4A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),(68)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1191    |DCJL|X8DA,D6A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),68                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1192    |DCJL|X8DA,D8A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,66                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1193    |DCJL|X8DA,SNDZA    |X8     |50,(48),(36-38),(20-22),16-18,10-12,6-8                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG                     |D54,D44,D28,D20;
1194    |DCJL|X8DA,SDZA    |X8     |50,(48),(36-38),20-22,10-12,2-4                     |48-50DG,38DG,36DG,10DG,4DG                     |D54,D44,D24;
1195    |DCJL|X8DA,SL2DA    |X8     |50,(48),36-38,2-4                     |48-50DG,38DG,2DG                     |D54,D46;
1196    |DCJL|X8DA,D2A    |X8     |50,(48),36-38,2-4,X1-X2                     |48-50DG,38DG,2DG,X1DG                     |D54,D46;
1197    |DCJL|D26A,D16A    |D26     |14,6-8                     |14DG,6DG                     |D16;
1198    |DCJL|D26A,D10A    |D26     |14,6-8,64,(66)                     |14DG,6DG,64-66DG                     |D16;
1199    |DCJL|D26A,D12A    |D26     |14,6-8,(64)                     |14DG,6DG,64-66DG                     |D16;
1200    |DCJL|D26A,D4A    |D26     |14,6-8,64,(66),(68)                     |14DG,6DG,64-66DG,68DG                     |D16;
1201    |DCJL|D26A,D6A    |D26     |14,6-8,64,(66),68                     |14DG,6DG,64-66DG,68DG                     |D16;
1202    |DCJL|D26A,D8A    |D26     |14,6-8,64,66                     |14DG,6DG,64-66DG,68DG                     |D16;
1203    |DCJL|D26A,SL6DA    |D26     |(14)                     |14DG,SL4G                     |SL4,65XHD,SL6;
1204    |DCJL|D28A,SIILDZA    |D28     |16-18,(20-22),36-38,                     |16-28DG,22DG,36DG,                     |D44;
1205    |DCJL|D28A,S4LDZA    |D28     |16-18,(20-22),(36-38),48,                     |16-28DG,22DG,36DG,38DG,48-50DG,                     |D44;
1206    |DCJL|D28A,S6LDZA    |D28     |16-18,(20-22),(36-38),(48),(50),                     |16-28DG,22DG,36DG,38DG,48-50DG,                     |D44;
1207    |DCJL|D28A,S8LDZA    |D28     |16-18,(20-22),(36-38),(48),50,                     |16-28DG,22DG,36DG,38DG,48-50DG,                     |D44;
1208    |DCJL|D28A,X15LDA    |D28     |(16-18),(24),(26),52-54                     |16-28DG,18DG,24-32DG,26-34DG,52DG                     |D34;
1209    |DCJL|D28A,X13LDA    |D28     |(16-18),(24),26,34,(56-58)                     |16-28DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D34;
1210    |DCJL|D28A,X11LDA    |D28     |(16-18),(24),26,34,56-58                     |16-28DG,18DG,24-32DG,26-34DG,56DG                     |D34;
1211    |DCJL|D28A,X9LDA    |D28     |(16-18),24,(32),40,60-62                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D34;
1212    |DCJL|D28A,X7LDA    |D28     |(16-18),24,(32),(40),(42),60-62                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D34;
1213    |DCJL|D28A,X15DA    |D28     |(16-18),(24),(26)                     |16-28DG,18DG,24-32DG,26-34DG                     |D34;
1214    |DCJL|D28A,X13DA    |D28     |(16-18),(24),26,(34)                     |16-28DG,18DG,24-32DG,26-34DG                     |D34;
1215    |DCJL|D28A,X11DA    |D28     |(16-18),(24),26,34                     |16-28DG,18DG,24-32DG,26-34DG                     |D34;
1216    |DCJL|D28A,X9DA    |D28     |(16-18),24,(32),40                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D34;
1217    |DCJL|D28A,X7DA    |D28     |(16-18),24,(32),(40),(42)                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D34;
1218    |DCJL|D28A,X5DA    |D28     |(16-18),24,(32),(40),42                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D34;
1219    |DCJL|D28A,X3DA    |D28     |16-18,20-22,(28-30),44-46                     |16-28DG,30DG,24-32DG,44DG                     |D50;
1220    |DCJL|D28A,XIDA    |D28     |16-18,20-22,28-30,44-46                     |16-28DG,46DG                     |XI;
1221    |DCJL|D28A,D50A    |D28     |16-18,20-22,(28-30)                     |16-28DG,30DG,24-32DG                     |D50;
1222    |DCJL|D28A,D44A    |D28     |16-18,(20-22)                     |16-28DG,22DG                     |D44;
1223    |DCJL|D28A,D54A    |D28     |16-18,(20-22),(36-38)                     |16-28DG,22DG,36DG,38DG                     |D44;
1224    |DCJL|D28A,XIIDA    |D28     |16-18,(20-22),36-38                     |16-28DG,22DG,36DG                     |D44;
1225    |DCJL|D28A,X4DA    |D28     |16-18,(20-22),(36-38),48                     |16-28DG,22DG,36DG,38DG,48-50DG                     |D44;
1226    |DCJL|D28A,X6DA    |D28     |16-18,(20-22),(36-38),(48),(50)                     |16-28DG,22DG,36DG,38DG,48-50DG                     |D44;
1227    |DCJL|D28A,X8DA    |D28     |16-18,(20-22),(36-38),(48),50                     |16-28DG,22DG,36DG,38DG,48-50DG                     |D44;
1228    |DCJL|D28A,D34A    |D28     |(16-18)                     |16-28DG,18DG                     |D34;
1229    |DCJL|D24A,SDZA    |D24     |10-12,2-4                     |10DG,4DG                     |D22,S;
1230    |DCJL|D24A,SL2DA    |D24     |10-12,(2-4)                     |10DG,4DG,2DG                     |D22,SL2;
1231    |DCJL|D24A,D2A    |D24     |10-12,(2-4),X1-X2                     |10DG,4DG,2DG,X1DG                     |D22,SL2;
1232    |DCJL|D34A,X15LDA    |D34     |(24),(26),52-54                     |24-32DG,26-34DG,52DG                     |X15;
1233    |DCJL|D34A,X13LDA    |D34     |(24),26,34,(56-58)                     |24-32DG,26-34DG,56DG,54-58DG                     |X11;
1234    |DCJL|D34A,X11LDA    |D34     |(24),26,34,56-58                     |24-32DG,26-34DG,56DG                     |X11;
1235    |DCJL|D34A,X9LDA    |D34     |24,(32),40,60-62                     |24-32DG,40-42DG,26-34DG,30DG,62DG                     |X9;
1236    |DCJL|D34A,X7LDA    |D34     |24,(32),(40),(42),60-62                     |24-32DG,40-42DG,26-34DG,30DG,60DG                     |X7;
1237    |DCJL|D34A,X15DA    |D34     |(24),(26)                     |24-32DG,26-34DG                     |X15;
1238    |DCJL|D34A,X13DA    |D34     |(24),26,(34)                     |24-32DG,26-34DG                     |X13;
1239    |DCJL|D34A,X11DA    |D34     |(24),26,34                     |24-32DG,26-34DG                     |X11;
1240    |DCJL|D34A,X9DA    |D34     |24,(32),40                     |24-32DG,40-42DG,26-34DG,30DG                     |X9;
1241    |DCJL|D34A,X7DA    |D34     |24,(32),(40),(42)                     |24-32DG,40-42DG,26-34DG,30DG                     |X7;
1242    |DCJL|D34A,X5DA    |D34     |24,(32),(40),42                     |24-32DG,40-42DG,26-34DG,30DG                     |X5;
1243    |DCJL|D34A,X3DA    |D34     |24,32,28-30,44-46                     |24-32DG,30DG,26-34DG,40-42DG,44DG                     |D50;
1244    |DCJL|D34A,XIDA    |D34     |24,32,28-30,(44-46)                     |24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D50;
1245    |DCJL|D34A,D50A    |D34     |24,32,28-30                     |24-32DG,30DG,26-34DG,40-42DG                     |D50;
1246    |DCJL|D20A,D16A    |D20     |(6-8)                     |8DG,6DG                     |D16;
1247    |DCJL|D20A,D10A    |D20     |(6-8),64,(66)                     |8DG,6DG,64-66DG                     |D16;
1248    |DCJL|D20A,D12A    |D20     |(6-8),(64)                     |8DG,6DG,64-66DG                     |D16;
1249    |DCJL|D20A,D4A    |D20     |(6-8),64,(66),(68)                     |8DG,6DG,64-66DG,68DG                     |D16;
1250    |DCJL|D20A,D6A    |D20     |(6-8),64,(66),68                     |8DG,6DG,64-66DG,68DG                     |D16;
1251    |DCJL|D20A,D8A    |D20     |(6-8),64,66                     |8DG,6DG,64-66DG,68DG                     |D16;
1252    |DCJL|D20A,SNDZA    |D20     |6-8                     |8DG                     |SN;
1253    |DCJL|D16A,SIILDZA    |D16     |(6-8),10-12,16-18,(20-22),36-38,                     |6DG,8DG,12DG,16-28DG,22DG,36DG,                     |D20,D28;
1254    |DCJL|D16A,S4LDZA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),48,                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D20,D28;
1255    |DCJL|D16A,S6LDZA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),(48),(50),                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D20,D28;
1256    |DCJL|D16A,S8LDZA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),(48),50,                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D20,D28;
1257    |DCJL|D16A,X15LDA    |D16     |6-8,14,16-18,(24),(26),52-54                     |6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D26,D34;
1258    |DCJL|D16A,X13LDA    |D16     |6-8,14,16-18,(24),26,34,(56-58)                     |6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D26,D34;
1259    |DCJL|D16A,X11LDA    |D16     |6-8,14,16-18,(24),26,34,56-58                     |6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D26,D34;
1260    |DCJL|D16A,X9LDA    |D16     |6-8,14,16-18,24,(32),40,60-62                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D26,D34;
1261    |DCJL|D16A,X7LDA    |D16     |6-8,14,16-18,24,(32),(40),(42),60-62                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D26,D34;
1262    |DCJL|D16A,X15DA    |D16     |6-8,14,16-18,(24),(26)                     |6DG,14DG,18DG,24-32DG,26-34DG                     |D26,D34;
1263    |DCJL|D16A,X13DA    |D16     |6-8,14,16-18,(24),26,(34)                     |6DG,14DG,18DG,24-32DG,26-34DG                     |D26,D34;
1264    |DCJL|D16A,X11DA    |D16     |6-8,14,16-18,(24),26,34                     |6DG,14DG,18DG,24-32DG,26-34DG                     |D26,D34;
1265    |DCJL|D16A,X9DA    |D16     |6-8,14,16-18,24,(32),40                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1266    |DCJL|D16A,X7DA    |D16     |6-8,14,16-18,24,(32),(40),(42)                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1267    |DCJL|D16A,X5DA    |D16     |6-8,14,16-18,24,(32),(40),42                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1268    |DCJL|D16A,X3DA    |D16     |6-8,14,16-18,24,32,28-30,44-46                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D26,D34;
1269    |DCJL|D16A,XIDA    |D16     |6-8,14,16-18,24,32,28-30,(44-46)                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D26,D34;
1270    |DCJL|D16A,D50A    |D16     |6-8,14,16-18,24,32,28-30                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D26,D34;
1271    |DCJL|D16A,D44A    |D16     |(6-8),10-12,16-18,(20-22)                     |6DG,8DG,12DG,16-28DG,22DG                     |D20,D28;
1272    |DCJL|D16A,D54A    |D16     |(6-8),10-12,16-18,(20-22),(36-38)                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D20,D28;
1273    |DCJL|D16A,XIIDA    |D16     |(6-8),10-12,16-18,(20-22),36-38                     |6DG,8DG,12DG,16-28DG,22DG,36DG                     |D20,D28;
1274    |DCJL|D16A,X4DA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),48                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D20,D28;
1275    |DCJL|D16A,X6DA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D20,D28;
1276    |DCJL|D16A,X8DA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D20,D28;
1277    |DCJL|D16A,D28A    |D16     |(6-8),10-12                     |6DG,8DG,12DG                     |D20,D28;
1278    |DCJL|D16A,D34A    |D16     |6-8,14,16-18                     |6DG,14DG,18DG                     |D26,D34;
1279    |DCJL|D14A,D10A    |D14     |64,(66)                     |64-66DG                     |D10;
1280    |DCJL|D14A,D12A    |D14     |(64)                     |64-66DG                     |D12;
1281    |DCJL|D14A,D4A    |D14     |64,(66),(68)                     |64-66DG,68DG                     |D10;
1282    |DCJL|D14A,D6A    |D14     |64,(66),68                     |64-66DG,68DG                     |D10;
1283    |DCJL|D14A,D8A    |D14     |64,66                     |64-66DG,68DG                     |D8;
1284    |DCJL|D10A,D4A    |D10     |(68)                     |68DG                     |D4;
1285    |DCJL|D10A,D6A    |D10     |68                     |68DG                     |D6;
1286    |DCJL|SL4DA,X15LDA    |SL4     |(14),16-18,(24),(26),52-54                     |14DG,24-32DG,26-34DG,52DG                     |D26,D34;
1287    |DCJL|SL4DA,X13LDA    |SL4     |(14),16-18,(24),26,34,(56-58)                     |14DG,24-32DG,26-34DG,56DG,54-58DG                     |D26,D34;
1288    |DCJL|SL4DA,X11LDA    |SL4     |(14),16-18,(24),26,34,56-58                     |14DG,24-32DG,26-34DG,56DG                     |D26,D34;
1289    |DCJL|SL4DA,X9LDA    |SL4     |(14),16-18,24,(32),40,60-62                     |14DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D26,D34;
1290    |DCJL|SL4DA,X7LDA    |SL4     |(14),16-18,24,(32),(40),(42),60-62                     |14DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D26,D34;
1291    |DCJL|SL4DA,X15DA    |SL4     |(14),16-18,(24),(26)                     |14DG,24-32DG,26-34DG                     |D26,D34;
1292    |DCJL|SL4DA,X13DA    |SL4     |(14),16-18,(24),26,(34)                     |14DG,24-32DG,26-34DG                     |D26,D34;
1293    |DCJL|SL4DA,X11DA    |SL4     |(14),16-18,(24),26,34                     |14DG,24-32DG,26-34DG                     |D26,D34;
1294    |DCJL|SL4DA,X9DA    |SL4     |(14),16-18,24,(32),40                     |14DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1295    |DCJL|SL4DA,X7DA    |SL4     |(14),16-18,24,(32),(40),(42)                     |14DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1296    |DCJL|SL4DA,X5DA    |SL4     |(14),16-18,24,(32),(40),42                     |14DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1297    |DCJL|SL4DA,X3DA    |SL4     |(14),16-18,24,32,28-30,44-46                     |14DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D26,D34;
1298    |DCJL|SL4DA,XIDA    |SL4     |(14),16-18,24,32,28-30,(44-46)                     |14DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D26,D34;
1299    |DCJL|SL4DA,D50A    |SL4     |(14),16-18,24,32,28-30                     |14DG,24-32DG,30DG,26-34DG,40-42DG                     |D26,D34;
1300    |DCJL|SL4DA,D34A    |SL4     |(14),16-18                     |14DG                     |D26,D34;
1301    |DCJL|D12A,SIILDZA    |D12     |(64),(6-8),10-12,16-18,(20-22),36-38,                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,                     |D14;
1302    |DCJL|D12A,S4LDZA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),48,                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D14;
1303    |DCJL|D12A,S6LDZA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),(48),(50),                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D14;
1304    |DCJL|D12A,S8LDZA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),(48),50,                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D14;
1305    |DCJL|D12A,X15LDA    |D12     |(64),6-8,14,16-18,(24),(26),52-54                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D14;
1306    |DCJL|D12A,X13LDA    |D12     |(64),6-8,14,16-18,(24),26,34,(56-58)                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D14;
1307    |DCJL|D12A,X11LDA    |D12     |(64),6-8,14,16-18,(24),26,34,56-58                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D14;
1308    |DCJL|D12A,X9LDA    |D12     |(64),6-8,14,16-18,24,(32),40,60-62                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D14;
1309    |DCJL|D12A,X7LDA    |D12     |(64),6-8,14,16-18,24,(32),(40),(42),60-62                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D14;
1310    |DCJL|D12A,X15DA    |D12     |(64),6-8,14,16-18,(24),(26)                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1311    |DCJL|D12A,X13DA    |D12     |(64),6-8,14,16-18,(24),26,(34)                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1312    |DCJL|D12A,X11DA    |D12     |(64),6-8,14,16-18,(24),26,34                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1313    |DCJL|D12A,X9DA    |D12     |(64),6-8,14,16-18,24,(32),40                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1314    |DCJL|D12A,X7DA    |D12     |(64),6-8,14,16-18,24,(32),(40),(42)                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1315    |DCJL|D12A,X5DA    |D12     |(64),6-8,14,16-18,24,(32),(40),42                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1316    |DCJL|D12A,X3DA    |D12     |(64),6-8,14,16-18,24,32,28-30,44-46                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D14;
1317    |DCJL|D12A,XIDA    |D12     |(64),6-8,14,16-18,24,32,28-30,(44-46)                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D14;
1318    |DCJL|D12A,D50A    |D12     |(64),6-8,14,16-18,24,32,28-30                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D14;
1319    |DCJL|D12A,D44A    |D12     |(64),(6-8),10-12,16-18,(20-22)                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG                     |D14;
1320    |DCJL|D12A,D54A    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38)                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D14;
1321    |DCJL|D12A,XIIDA    |D12     |(64),(6-8),10-12,16-18,(20-22),36-38                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D14;
1322    |DCJL|D12A,X4DA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),48                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1323    |DCJL|D12A,X6DA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1324    |DCJL|D12A,X8DA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1325    |DCJL|D12A,D28A    |D12     |(64),(6-8),10-12                     |64-66DG,6DG,8DG,12DG                     |D14;
1326    |DCJL|D12A,D34A    |D12     |(64),6-8,14,16-18                     |64-66DG,6DG,14DG,18DG                     |D14;
1327    |DCJL|D12A,D14A    |D12     |(64)                     |64-66DG                     |D14;
