//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
120    |LCJL|S8LLA,XLA    |S8L     |31,(29),(17-19),11-13,(1-3)                     |8G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,1-5DG,IAG,21DG,X3JG                     |S8LLZA,S8,D29,D27,D15,D7,D1,X;
121    |LCJL|S8LLA,XNLA    |S8L     |31,(29),(17-19),11-13,1-3                     |8G1,29-31DG,19/21G,19DG,17DG,11DG,3DG,21DG,S1LQ                     |S8LLZA,S8,D29,D27,D15,D7,XN;
122    |LCJL|S8LLA,S8LLZALA    |S8L     |                     |,8G1                     |S8LLZA;
123    |LCJL|X21LLA,D62LA    |X21L     |90-92                     |92DG,21G2                     |D62;
124    |LCJL|X21LLA,D58LA    |X21L     |(90-92),86-88                     |92DG,90DG,88DG,19G2                     |D60,D58;
125    |LCJL|X21LLA,D56LA    |X21L     |(90-92),(86-88)                     |92DG,90DG,88DG,86DG,17G2                     |D60,D56;
126    |LCJL|X19LLA,D58LA    |X19L     |90-92,86-88                     |90DG,88DG,19G2                     |D60,D58;
127    |LCJL|X19LLA,D56LA    |X19L     |90-92,(86-88)                     |90DG,88DG,86DG,17G2                     |D60,D56;
128    |LCJL|X17LLA,D56LA    |X17L     |86-88                     |86DG,17G2                     |D56;
129    |LCJL|X15LLA,S15LLA    |X15L     |52-54                     |52DG,15G2                     |S15L;
130    |LCJL|X15LLA,SL4LA    |X15L     |52-54,(26),(24),16-18,(14)                     |52DG,15G2,26-34DG,24-32DG,18DG,14DG,SL4G                     |S15L,X15,D34,D26,SL4;
131    |LCJL|X15LLA,SNLA    |X15L     |52-54,(26),(24),(16-18),10-12,6-8                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |S15L,X15,D34,D28,D20,SN;
132    |LCJL|X15LLA,SLA    |X15L     |52-54,(26),(24),(16-18),(10-12),2-4                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |S15L,X15,D34,D28,D22,S;
133    |LCJL|X15LLA,SL2LA    |X15L     |52-54,(26),(24),(16-18),(10-12),(2-4)                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |S15L,X15,D34,D28,D22,SL2;
134    |LCJL|X15LLA,SWLA    |X15L     |52-54,(26),(24),(16-18),(10-12),(2-4),X1-X2                     |52DG,15G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |S15L,X15,D34,D28,D22,SL2,XZ3,D2,SW;
135    |LCJL|X15LLA,SL6LA    |X15L     |52-54,(26),(24),16-18,(14)                     |52DG,15G2,26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |S15L,X15,D34,D26,SL4,SL6;
136    |LCJL|X13LLA,S15LLA    |X13L     |56-58,(52-54)                     |54-58DG,52DG,15G2                     |S15L;
137    |LCJL|X13LLA,S13LLA    |X13L     |56-58,52-54                     |54-58DG,13G2                     |S13L;
138    |LCJL|X13LLA,S11LLA    |X13L     |(56-58)                     |54-58DG,56DG,11G2                     |S11L;
139    |LCJL|X13LLA,SL4LA    |X13L     |56-58,52-54,(34),26,(24),16-18,(14)                     |54-58DG,13G2,26-34DG,24-32DG,18DG,14DG,SL4G                     |S13L,X13,D34,D26,SL4;
140    |LCJL|X13LLA,SNLA    |X13L     |56-58,52-54,(34),26,(24),(16-18),10-12,6-8                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |S13L,X13,D34,D28,D20,SN;
141    |LCJL|X13LLA,SLA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),2-4                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |S13L,X13,D34,D28,D22,S;
142    |LCJL|X13LLA,SL2LA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),(2-4)                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |S13L,X13,D34,D28,D22,SL2;
143    |LCJL|X13LLA,SWLA    |X13L     |56-58,52-54,(34),26,(24),(16-18),(10-12),(2-4),X1-X2                     |54-58DG,13G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |S13L,X13,D34,D28,D22,SL2,XZ3,D2,SW;
144    |LCJL|X13LLA,SL6LA    |X13L     |56-58,52-54,(34),26,(24),16-18,(14)                     |54-58DG,13G2,26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |S13L,X13,D34,D26,SL4,SL6;
145    |LCJL|X11LLA,S11LLA    |X11L     |56-58                     |56DG,11G2                     |S11L;
146    |LCJL|X11LLA,SL4LA    |X11L     |56-58,34,26,(24),16-18,(14)                     |56DG,11G2,26-34DG,24-32DG,18DG,14DG,SL4G                     |S11L,X11,D34,D26,SL4;
147    |LCJL|X11LLA,SNLA    |X11L     |56-58,34,26,(24),(16-18),10-12,6-8                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |S11L,X11,D34,D28,D20,SN;
148    |LCJL|X11LLA,SLA    |X11L     |56-58,34,26,(24),(16-18),(10-12),2-4                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |S11L,X11,D34,D28,D22,S;
149    |LCJL|X11LLA,SL2LA    |X11L     |56-58,34,26,(24),(16-18),(10-12),(2-4)                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |S11L,X11,D34,D28,D22,SL2;
150    |LCJL|X11LLA,SWLA    |X11L     |56-58,34,26,(24),(16-18),(10-12),(2-4),X1-X2                     |56DG,11G2,26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |S11L,X11,D34,D28,D22,SL2,XZ3,D2,SW;
151    |LCJL|X11LLA,SL6LA    |X11L     |56-58,34,26,(24),16-18,(14)                     |56DG,11G2,26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |S11L,X11,D34,D26,SL4,SL6;
152    |LCJL|X9LLA,S9LLA    |X9L     |60-62                     |62DG,9G2                     |S9L;
153    |LCJL|X9LLA,S7LLA    |X9L     |(60-62)                     |62DG,60DG,7G2                     |S7L;
154    |LCJL|X9LLA,SL4LA    |X9L     |60-62,40,(32),24,16-18,(14)                     |62DG,9G2,40-42DG,24-32DG,18DG,14DG,30DG,26-34DG,SL4G                     |S9L,X9,D34,D26,SL4;
155    |LCJL|X9LLA,SNLA    |X9L     |60-62,40,(32),24,(16-18),10-12,6-8                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |S9L,X9,D34,D28,D20,SN;
156    |LCJL|X9LLA,SLA    |X9L     |60-62,40,(32),24,(16-18),(10-12),2-4                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |S9L,X9,D34,D28,D22,S;
157    |LCJL|X9LLA,SL2LA    |X9L     |60-62,40,(32),24,(16-18),(10-12),(2-4)                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |S9L,X9,D34,D28,D22,SL2;
158    |LCJL|X9LLA,SWLA    |X9L     |60-62,40,(32),24,(16-18),(10-12),(2-4),X1-X2                     |62DG,9G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |S9L,X9,D34,D28,D22,SL2,XZ3,D2,SW;
159    |LCJL|X9LLA,SL6LA    |X9L     |60-62,40,(32),24,16-18,(14)                     |62DG,9G2,40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |S9L,X9,D34,D26,SL4,SL6;
160    |LCJL|X7LLA,S7LLA    |X7L     |60-62                     |60DG,7G2                     |S7L;
161    |LCJL|X7LLA,SL4LA    |X7L     |60-62,(42),(40),(32),24,16-18,(14)                     |60DG,7G2,40-42DG,24-32DG,18DG,14DG,30DG,26-34DG,SL4G                     |S7L,X7,D34,D26,SL4;
162    |LCJL|X7LLA,SNLA    |X7L     |60-62,(42),(40),(32),24,(16-18),10-12,6-8                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |S7L,X7,D34,D28,D20,SN;
163    |LCJL|X7LLA,SLA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),2-4                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |S7L,X7,D34,D28,D22,S;
164    |LCJL|X7LLA,SL2LA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),(2-4)                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |S7L,X7,D34,D28,D22,SL2;
165    |LCJL|X7LLA,SWLA    |X7L     |60-62,(42),(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |60DG,7G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |S7L,X7,D34,D28,D22,SL2,XZ3,D2,SW;
166    |LCJL|X7LLA,SL6LA    |X7L     |60-62,(42),(40),(32),24,16-18,(14)                     |60DG,7G2,40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |S7L,X7,D34,D26,SL4,SL6;
167    |LCJL|X5LLA,SL4LA    |X5L     |42,(40),(32),24,16-18,(14)                     |5G2,40-42DG,24-32DG,18DG,14DG,30DG,26-34DG,SL4G                     |X5LLZA,X5,D34,D26,SL4;
168    |LCJL|X5LLA,SNLA    |X5L     |42,(40),(32),24,(16-18),10-12,6-8                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |X5LLZA,X5,D34,D28,D20,SN;
169    |LCJL|X5LLA,SLA    |X5L     |42,(40),(32),24,(16-18),(10-12),2-4                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |X5LLZA,X5,D34,D28,D22,S;
170    |LCJL|X5LLA,SL2LA    |X5L     |42,(40),(32),24,(16-18),(10-12),(2-4)                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |X5LLZA,X5,D34,D28,D22,SL2;
171    |LCJL|X5LLA,SWLA    |X5L     |42,(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |5G2,40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |X5LLZA,X5,D34,D28,D22,SL2,XZ3,D2,SW;
172    |LCJL|X5LLA,X5LLZALA    |X5L     |                     |,5G2                     |X5LLZA;
173    |LCJL|X5LLA,SL6LA    |X5L     |42,(40),(32),24,16-18,(14)                     |5G2,40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |X5LLZA,X5,D34,D26,SL4,SL6;
174    |LCJL|X3LLA,SL4LA    |X3L     |44-46,28-30,32,24,16-18,(14)                     |3G2,44DG,30DG,24-32DG,18DG,14DG,40-42DG,26-34DG,SL4G                     |X3LLZA,X3,D50,D34,D26,SL4;
175    |LCJL|X3LLA,SNLA    |X3L     |44-46,28-30,32,24,(16-18),10-12,6-8                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,8DG,40-42DG,26-34DG,X1LQ                     |X3LLZA,X3,D50,D34,D28,D20,SN;
176    |LCJL|X3LLA,SLA    |X3L     |44-46,28-30,32,24,(16-18),(10-12),2-4                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,40-42DG,26-34DG,S3JG                     |X3LLZA,X3,D50,D34,D28,D22,S;
177    |LCJL|X3LLA,SL2LA    |X3L     |44-46,28-30,32,24,(16-18),(10-12),(2-4)                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG,X1/2G                     |X3LLZA,X3,D50,D34,D28,D22,SL2;
178    |LCJL|X3LLA,SWLA    |X3L     |44-46,28-30,32,24,(16-18),(10-12),(2-4),X1-X2                     |3G2,44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,40-42DG,26-34DG,SWJG                     |X3LLZA,X3,D50,D34,D28,D22,SL2,XZ3,D2,SW;
179    |LCJL|X3LLA,X3LLZALA    |X3L     |                     |,3G2                     |X3LLZA;
180    |LCJL|X3LLA,SL6LA    |X3L     |44-46,28-30,32,24,16-18,(14)                     |3G2,44DG,30DG,24-32DG,18DG,14DG,SL4G,40-42DG,26-34DG,SL6G                     |X3LLZA,X3,D50,D34,D26,SL4,SL6;
181    |LCJL|XILLA,D34A,SNLA    |XIL     |(44-46),28-30,32,24,(16-18),10-12,6-8                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,8DG,X1LQ                     |XILLZA,XI,D50,D34,D28,D20,SN;
182    |LCJL|XILLA,D34A,SLA    |XIL     |(44-46),28-30,32,24,(16-18),(10-12),2-4                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |XILLZA,XI,D50,D34,D28,D22,S;
183    |LCJL|XILLA,D34A,SL2LA    |XIL     |(44-46),28-30,32,24,(16-18),(10-12),(2-4)                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |XILLZA,XI,D50,D34,D28,D22,SL2;
184    |LCJL|XILLA,D34A,SWLA    |XIL     |(44-46),28-30,32,24,(16-18),(10-12),(2-4),X1-X2                     |IG2,46DG,44DG,30DG,24-32DG,40-42DG,26-34DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |XILLZA,XI,D50,D34,D28,D22,SL2,XZ3,D2,SW;
185    |LCJL|XILLA,SL4LA    |XIL     |(44-46),28-30,32,24,16-18,(14)                     |IG2,46DG,44DG,30DG,24-32DG,18DG,14DG,40-42DG,26-34DG,SL4G                     |XILLZA,XI,D50,D34,D26,SL4;
186    |LCJL|XILLA,SNLA    |XIL     |44-46,28-30,20-22,16-18,10-12,6-8                     |IG2,46DG,16-28DG,12DG,8DG,X1LQ                     |XILLZA,XI,D28,D20,SN;
187    |LCJL|XILLA,SLA    |XIL     |44-46,28-30,20-22,16-18,(10-12),2-4                     |IG2,46DG,16-28DG,12DG,10DG,4DG,S3JG                     |XILLZA,XI,D28,D22,S;
188    |LCJL|XILLA,SL2LA    |XIL     |44-46,28-30,20-22,16-18,(10-12),(2-4)                     |IG2,46DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |XILLZA,XI,D28,D22,SL2;
189    |LCJL|XILLA,SWLA    |XIL     |44-46,28-30,20-22,16-18,(10-12),(2-4),X1-X2                     |IG2,46DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |XILLZA,XI,D28,D22,SL2,XZ3,D2,SW;
190    |LCJL|XILLA,XILLZALA    |XIL     |                     |,IG2                     |XILLZA;
191    |LCJL|XILLA,SL6LA    |XIL     |(44-46),28-30,32,24,16-18,(14)                     |IG2,46DG,44DG,30DG,24-32DG,18DG,14DG,SL4G,40-42DG,26-34DG,SL6G                     |XILLZA,XI,D50,D34,D26,SL4,SL6;
192    |LCJL|D62LA,XLA    |D62     |90-92,(57),55,51-53,39-41,35-37,(5-7),1-3                     |92DG,21G1,55-57DG,51DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |X21L,S21,D37,D35,D23,D13,D1,X;
193    |LCJL|D62LA,XNLA    |D62     |90-92,(57),55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |92DG,21G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG,S1LQ                     |X21L,S21,D37,D35,D21,D7,XN;
194    |LCJL|D62LA,D21A,XLA    |D62     |90-92,(57),55,51-53,39-41,(35-37),39-41,(23),11-13,5-7,1-3                     |92DG,21G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,1-5DG,IAG,X3JG                     |X21L,S21,D37,D35,D21,D1,X;
195    |LCJL|D62LA,X21LLA    |D62     |90-92                     |92DG,21G1                     |X21L;
196    |LCJL|D58LA,XLA    |D58     |86-88,90-92,57,55,51-53,39-41,35-37,(5-7),1-3                     |88DG,90DG,19G1,55-57DG,51DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |D60,X19L,S19,D37,D35,D23,D13,D1,X;
197    |LCJL|D58LA,XNLA    |D58     |86-88,90-92,57,55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |88DG,90DG,19G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG,S1LQ                     |D60,X19L,S19,D37,D35,D21,D7,XN;
198    |LCJL|D58LA,D21A,XLA    |D58     |86-88,90-92,57,55,51-53,39-41,(35-37),39-41,(23),11-13,5-7,1-3                     |88DG,90DG,19G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,1-5DG,IAG,X3JG                     |D60,X19L,S19,D37,D35,D21,D1,X;
199    |LCJL|D58LA,X21LLA    |D58     |86-88,(90-92)                     |88DG,90DG,92DG,21G1                     |D60,X21L;
200    |LCJL|D58LA,X19LLA    |D58     |86-88,90-92                     |88DG,90DG,19G1                     |D60,X19L;
201    |LCJL|D56LA,XLA    |D56     |86-88,(55),51-53,39-41,35-37,(5-7),1-3                     |86DG,17G1,55-57DG,51DG,37-39DG,7/39G,7-9DG,1-5DG,IAG,13DG,X3JG                     |X17L,S17,D37,D35,D23,D13,D1,X;
202    |LCJL|D56LA,XNLA    |D56     |86-88,(55),51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |86DG,17G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG,S1LQ                     |X17L,S17,D37,D35,D21,D7,XN;
203    |LCJL|D56LA,D21A,XLA    |D56     |86-88,(55),51-53,39-41,(35-37),39-41,(23),11-13,5-7,1-3                     |86DG,17G1,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,1-5DG,IAG,X3JG                     |X17L,S17,D37,D35,D21,D1,X;
204    |LCJL|D56LA,X21LLA    |D56     |(86-88),(90-92)                     |86DG,88DG,90DG,92DG,21G1                     |D60,X21L;
205    |LCJL|D56LA,X19LLA    |D56     |(86-88),90-92                     |86DG,88DG,90DG,19G1                     |D60,X19L;
206    |LCJL|D56LA,X17LLA    |D56     |86-88                     |86DG,17G1                     |X17L;
207    |LCJL|S15LLA,X15LLA    |S15L     |52-54                     |52DG,15G1                     |X15L;
208    |LCJL|S15LLA,X13LLA    |S15L     |(52-54),56-58                     |52DG,54-58DG,13G1                     |X13L;
209    |LCJL|S13LLA,X13LLA    |S13L     |52-54,56-58                     |54-58DG,13G1                     |X13L;
210    |LCJL|S11LLA,X13LLA    |S11L     |(56-58)                     |56DG,54-58DG,13G1                     |X13L;
211    |LCJL|S11LLA,X11LLA    |S11L     |56-58                     |56DG,11G1                     |X11L;
212    |LCJL|S9LLA,X9LLA    |S9L     |60-62                     |62DG,9G1                     |X9L;
213    |LCJL|S7LLA,X9LLA    |S7L     |(60-62)                     |60DG,62DG,9G1                     |X9L;
214    |LCJL|S7LLA,X7LLA    |S7L     |60-62                     |60DG,7G1                     |X7L;
215    |LCJL|X15LA,SL4LA    |X15     |(26),(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G                     |D34,D26,SL4;
216    |LCJL|X15LA,SNLA    |X15     |(26),(24),(16-18),10-12,6-8                     |26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |D34,D28,D20,SN;
217    |LCJL|X15LA,SLA    |X15     |(26),(24),(16-18),(10-12),2-4                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |D34,D28,D22,S;
218    |LCJL|X15LA,SL2LA    |X15     |(26),(24),(16-18),(10-12),(2-4)                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |D34,D28,D22,SL2;
219    |LCJL|X15LA,SWLA    |X15     |(26),(24),(16-18),(10-12),(2-4),X1-X2                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |D34,D28,D22,SL2,XZ3,D2,SW;
220    |LCJL|X15LA,SL6LA    |X15     |(26),(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |D34,D26,SL4,SL6;
221    |LCJL|X13LA,SL4LA    |X13     |(34),26,(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G                     |D34,D26,SL4;
222    |LCJL|X13LA,SNLA    |X13     |(34),26,(24),(16-18),10-12,6-8                     |26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |D34,D28,D20,SN;
223    |LCJL|X13LA,SLA    |X13     |(34),26,(24),(16-18),(10-12),2-4                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |D34,D28,D22,S;
224    |LCJL|X13LA,SL2LA    |X13     |(34),26,(24),(16-18),(10-12),(2-4)                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |D34,D28,D22,SL2;
225    |LCJL|X13LA,SWLA    |X13     |(34),26,(24),(16-18),(10-12),(2-4),X1-X2                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |D34,D28,D22,SL2,XZ3,D2,SW;
226    |LCJL|X13LA,SL6LA    |X13     |(34),26,(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |D34,D26,SL4,SL6;
227    |LCJL|X11LA,SL4LA    |X11     |34,26,(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G                     |D34,D26,SL4;
228    |LCJL|X11LA,SNLA    |X11     |34,26,(24),(16-18),10-12,6-8                     |26-34DG,24-32DG,18DG,16-28DG,12DG,8DG,X1LQ                     |D34,D28,D20,SN;
229    |LCJL|X11LA,SLA    |X11     |34,26,(24),(16-18),(10-12),2-4                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,S3JG                     |D34,D28,D22,S;
230    |LCJL|X11LA,SL2LA    |X11     |34,26,(24),(16-18),(10-12),(2-4)                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G                     |D34,D28,D22,SL2;
231    |LCJL|X11LA,SWLA    |X11     |34,26,(24),(16-18),(10-12),(2-4),X1-X2                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,SWJG                     |D34,D28,D22,SL2,XZ3,D2,SW;
232    |LCJL|X11LA,SL6LA    |X11     |34,26,(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G,SL6G                     |D34,D26,SL4,SL6;
233    |LCJL|X9LA,SL4LA    |X9     |40,(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,14DG,30DG,26-34DG,SL4G                     |D34,D26,SL4;
234    |LCJL|X9LA,SNLA    |X9     |40,(32),24,(16-18),10-12,6-8                     |40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |D34,D28,D20,SN;
235    |LCJL|X9LA,SLA    |X9     |40,(32),24,(16-18),(10-12),2-4                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |D34,D28,D22,S;
236    |LCJL|X9LA,SL2LA    |X9     |40,(32),24,(16-18),(10-12),(2-4)                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |D34,D28,D22,SL2;
237    |LCJL|X9LA,SWLA    |X9     |40,(32),24,(16-18),(10-12),(2-4),X1-X2                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |D34,D28,D22,SL2,XZ3,D2,SW;
238    |LCJL|X9LA,SL6LA    |X9     |40,(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |D34,D26,SL4,SL6;
239    |LCJL|X7LA,SL4LA    |X7     |(42),(40),(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,14DG,30DG,26-34DG,SL4G                     |D34,D26,SL4;
240    |LCJL|X7LA,SNLA    |X7     |(42),(40),(32),24,(16-18),10-12,6-8                     |40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |D34,D28,D20,SN;
241    |LCJL|X7LA,SLA    |X7     |(42),(40),(32),24,(16-18),(10-12),2-4                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |D34,D28,D22,S;
242    |LCJL|X7LA,SL2LA    |X7     |(42),(40),(32),24,(16-18),(10-12),(2-4)                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1/2G                     |D34,D28,D22,SL2;
243    |LCJL|X7LA,SWLA    |X7     |(42),(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1/2G,X1DG,4BG,30DG,26-34DG,SWJG                     |D34,D28,D22,SL2,XZ3,D2,SW;
244    |LCJL|X7LA,SL6LA    |X7     |(42),(40),(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,14DG,SL4G,30DG,26-34DG,SL6G                     |D34,D26,SL4,SL6;
245    |LCJL|X5LA,SL4LA    |X5     |42,(40),(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,14DG,30DG,26-34DG,SL4G                     |D34,D26,SL4;
246    |LCJL|X5LA,SNLA    |X5     |42,(40),(32),24,(16-18),10-12,6-8                     |40-42DG,24-32DG,18DG,16-28DG,12DG,8DG,30DG,26-34DG,X1LQ                     |D34,D28,D20,SN;
247    |LCJL|X5LA,SLA    |X5     |42,(40),(32),24,(16-18),(10-12),2-4                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG,S3JG                     |D34,D28,D22,S;
