//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
1231    |DCJL|SL4DA,X11DA    |SL4     |(14),16-18,(24),26,34                     |14DG,24-32DG,26-34DG                     |D26,D34;
1232    |DCJL|SL4DA,X9DA    |SL4     |(14),16-18,24,(32),40                     |14DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1233    |DCJL|SL4DA,X7DA    |SL4     |(14),16-18,24,(32),(40),(42)                     |14DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1234    |DCJL|SL4DA,X5DA    |SL4     |(14),16-18,24,(32),(40),42                     |14DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1235    |DCJL|SL4DA,X3DA    |SL4     |(14),16-18,24,32,28-30,44-46                     |14DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D26,D34;
1236    |DCJL|SL4DA,XIDA    |SL4     |(14),16-18,24,32,28-30,(44-46)                     |14DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D26,D34;
1237    |DCJL|SL4DA,D50A    |SL4     |(14),16-18,24,32,28-30                     |14DG,24-32DG,30DG,26-34DG,40-42DG                     |D26,D34;
1238    |DCJL|SL4DA,D34A    |SL4     |(14),16-18                     |14DG                     |D26,D34;
1239    |DCJL|D12A,X15LDA    |D12     |(64),6-8,14,16-18,(24),(26),52-54                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D14;
1240    |DCJL|D12A,X13LDA    |D12     |(64),6-8,14,16-18,(24),26,34,(56-58)                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D14;
1241    |DCJL|D12A,X11LDA    |D12     |(64),6-8,14,16-18,(24),26,34,56-58                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D14;
1242    |DCJL|D12A,X9LDA    |D12     |(64),6-8,14,16-18,24,(32),40,60-62                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D14;
1243    |DCJL|D12A,X7LDA    |D12     |(64),6-8,14,16-18,24,(32),(40),(42),60-62                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D14;
1244    |DCJL|D12A,X5LDA    |D12     |(64),6-8,14,16-18,24,(32),(40),42                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,5G2,26-34DG,30DG                     |D14;
1245    |DCJL|D12A,X3LDA    |D12     |(64),6-8,14,16-18,24,32,28-30,44-46                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,3G2                     |D14;
1246    |DCJL|D12A,XILDA    |D12     |(64),6-8,14,16-18,24,32,28-30,(44-46)                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG,IG2                     |D14;
1247    |DCJL|D12A,X15DA    |D12     |(64),6-8,14,16-18,(24),(26)                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1248    |DCJL|D12A,X13DA    |D12     |(64),6-8,14,16-18,(24),26,(34)                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1249    |DCJL|D12A,X11DA    |D12     |(64),6-8,14,16-18,(24),26,34                     |64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1250    |DCJL|D12A,X9DA    |D12     |(64),6-8,14,16-18,24,(32),40                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1251    |DCJL|D12A,X7DA    |D12     |(64),6-8,14,16-18,24,(32),(40),(42)                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1252    |DCJL|D12A,X5DA    |D12     |(64),6-8,14,16-18,24,(32),(40),42                     |64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1253    |DCJL|D12A,X3DA    |D12     |(64),6-8,14,16-18,24,32,28-30,44-46                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D14;
1254    |DCJL|D12A,XIDA    |D12     |(64),6-8,14,16-18,24,32,28-30,(44-46)                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D14;
1255    |DCJL|D12A,D50A    |D12     |(64),6-8,14,16-18,24,32,28-30                     |64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D14;
1256    |DCJL|D12A,D44A    |D12     |(64),(6-8),10-12,16-18,(20-22)                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG                     |D14;
1257    |DCJL|D12A,D54A    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38)                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D14;
1258    |DCJL|D12A,XIIDA    |D12     |(64),(6-8),10-12,16-18,(20-22),36-38                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D14;
1259    |DCJL|D12A,X4DA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),48                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1260    |DCJL|D12A,X6DA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1261    |DCJL|D12A,X8DA    |D12     |(64),(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1262    |DCJL|D12A,D28A    |D12     |(64),(6-8),10-12                     |64-66DG,6DG,8DG,12DG                     |D14;
1263    |DCJL|D12A,D34A    |D12     |(64),6-8,14,16-18                     |64-66DG,6DG,14DG,18DG                     |D14;
1264    |DCJL|D12A,D14A    |D12     |(64)                     |64-66DG                     |D14;
1265    |DCJL|D4A,X15LDA    |D4     |(68),(66),64,6-8,14,16-18,(24),(26),52-54                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D10,D14;
1266    |DCJL|D4A,X13LDA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,34,(56-58)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D10,D14;
1267    |DCJL|D4A,X11LDA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,34,56-58                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D10,D14;
1268    |DCJL|D4A,X9LDA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),40,60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D10,D14;
1269    |DCJL|D4A,X7LDA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),(40),(42),60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D10,D14;
1270    |DCJL|D4A,X5LDA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),(40),42                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,5G2,26-34DG,30DG                     |D10,D14;
1271    |DCJL|D4A,X3LDA    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30,44-46                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,3G2                     |D10,D14;
1272    |DCJL|D4A,XILDA    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30,(44-46)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG,IG2                     |D10,D14;
1273    |DCJL|D4A,X15DA    |D4     |(68),(66),64,6-8,14,16-18,(24),(26)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1274    |DCJL|D4A,X13DA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,(34)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1275    |DCJL|D4A,X11DA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,34                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1276    |DCJL|D4A,X9DA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),40                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1277    |DCJL|D4A,X7DA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),(40),(42)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1278    |DCJL|D4A,X5DA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),(40),42                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1279    |DCJL|D4A,X3DA    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30,44-46                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D10,D14;
1280    |DCJL|D4A,XIDA    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30,(44-46)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D10,D14;
1281    |DCJL|D4A,D50A    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D10,D14;
1282    |DCJL|D4A,D44A    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG                     |D10,D14;
1283    |DCJL|D4A,D54A    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D10,D14;
1284    |DCJL|D4A,XIIDA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),36-38                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D10,D14;
1285    |DCJL|D4A,X4DA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),48                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1286    |DCJL|D4A,X6DA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1287    |DCJL|D4A,X8DA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1288    |DCJL|D4A,D28A    |D4     |(68),(66),64,(6-8),10-12                     |68DG,64-66DG,6DG,8DG,12DG                     |D10,D14;
1289    |DCJL|D4A,D34A    |D4     |(68),(66),64,6-8,14,16-18                     |68DG,64-66DG,6DG,14DG,18DG                     |D10,D14;
1290    |DCJL|D4A,D14A    |D4     |(68),(66),64                     |68DG,64-66DG                     |D10,D14;
1291    |DCJL|D6A,X15LDA    |D6     |68,(66),64,6-8,14,16-18,(24),(26),52-54                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D10,D14;
1292    |DCJL|D6A,X13LDA    |D6     |68,(66),64,6-8,14,16-18,(24),26,34,(56-58)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D10,D14;
1293    |DCJL|D6A,X11LDA    |D6     |68,(66),64,6-8,14,16-18,(24),26,34,56-58                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D10,D14;
1294    |DCJL|D6A,X9LDA    |D6     |68,(66),64,6-8,14,16-18,24,(32),40,60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D10,D14;
1295    |DCJL|D6A,X7LDA    |D6     |68,(66),64,6-8,14,16-18,24,(32),(40),(42),60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D10,D14;
1296    |DCJL|D6A,X5LDA    |D6     |68,(66),64,6-8,14,16-18,24,(32),(40),42                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,5G2,26-34DG,30DG                     |D10,D14;
1297    |DCJL|D6A,X3LDA    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30,44-46                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,3G2                     |D10,D14;
1298    |DCJL|D6A,XILDA    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30,(44-46)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG,IG2                     |D10,D14;
1299    |DCJL|D6A,X15DA    |D6     |68,(66),64,6-8,14,16-18,(24),(26)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1300    |DCJL|D6A,X13DA    |D6     |68,(66),64,6-8,14,16-18,(24),26,(34)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1301    |DCJL|D6A,X11DA    |D6     |68,(66),64,6-8,14,16-18,(24),26,34                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1302    |DCJL|D6A,X9DA    |D6     |68,(66),64,6-8,14,16-18,24,(32),40                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1303    |DCJL|D6A,X7DA    |D6     |68,(66),64,6-8,14,16-18,24,(32),(40),(42)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1304    |DCJL|D6A,X5DA    |D6     |68,(66),64,6-8,14,16-18,24,(32),(40),42                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1305    |DCJL|D6A,X3DA    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30,44-46                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D10,D14;
1306    |DCJL|D6A,XIDA    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30,(44-46)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D10,D14;
1307    |DCJL|D6A,D50A    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D10,D14;
1308    |DCJL|D6A,D44A    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG                     |D10,D14;
1309    |DCJL|D6A,D54A    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D10,D14;
1310    |DCJL|D6A,XIIDA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),36-38                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D10,D14;
1311    |DCJL|D6A,X4DA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),48                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1312    |DCJL|D6A,X6DA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1313    |DCJL|D6A,X8DA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1314    |DCJL|D6A,D28A    |D6     |68,(66),64,(6-8),10-12                     |68DG,64-66DG,6DG,8DG,12DG                     |D10,D14;
1315    |DCJL|D6A,D34A    |D6     |68,(66),64,6-8,14,16-18                     |68DG,64-66DG,6DG,14DG,18DG                     |D10,D14;
1316    |DCJL|D6A,D14A    |D6     |68,(66),64                     |68DG,64-66DG                     |D10,D14;
1317    |DCJL|D8A,X15LDA    |D8     |66,64,6-8,14,16-18,(24),(26),52-54                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D14;
1318    |DCJL|D8A,X13LDA    |D8     |66,64,6-8,14,16-18,(24),26,34,(56-58)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D14;
1319    |DCJL|D8A,X11LDA    |D8     |66,64,6-8,14,16-18,(24),26,34,56-58                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D14;
1320    |DCJL|D8A,X9LDA    |D8     |66,64,6-8,14,16-18,24,(32),40,60-62                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D14;
1321    |DCJL|D8A,X7LDA    |D8     |66,64,6-8,14,16-18,24,(32),(40),(42),60-62                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D14;
1322    |DCJL|D8A,X5LDA    |D8     |66,64,6-8,14,16-18,24,(32),(40),42                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,5G2,26-34DG,30DG                     |D14;
1323    |DCJL|D8A,X3LDA    |D8     |66,64,6-8,14,16-18,24,32,28-30,44-46                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,3G2                     |D14;
1324    |DCJL|D8A,XILDA    |D8     |66,64,6-8,14,16-18,24,32,28-30,(44-46)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG,IG2                     |D14;
1325    |DCJL|D8A,X15DA    |D8     |66,64,6-8,14,16-18,(24),(26)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1326    |DCJL|D8A,X13DA    |D8     |66,64,6-8,14,16-18,(24),26,(34)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1327    |DCJL|D8A,X11DA    |D8     |66,64,6-8,14,16-18,(24),26,34                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1328    |DCJL|D8A,X9DA    |D8     |66,64,6-8,14,16-18,24,(32),40                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1329    |DCJL|D8A,X7DA    |D8     |66,64,6-8,14,16-18,24,(32),(40),(42)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1330    |DCJL|D8A,X5DA    |D8     |66,64,6-8,14,16-18,24,(32),(40),42                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1331    |DCJL|D8A,X3DA    |D8     |66,64,6-8,14,16-18,24,32,28-30,44-46                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D14;
1332    |DCJL|D8A,XIDA    |D8     |66,64,6-8,14,16-18,24,32,28-30,(44-46)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D14;
1333    |DCJL|D8A,D50A    |D8     |66,64,6-8,14,16-18,24,32,28-30                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D14;
1334    |DCJL|D8A,D44A    |D8     |66,64,(6-8),10-12,16-18,(20-22)                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG                     |D14;
1335    |DCJL|D8A,D54A    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38)                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D14;
1336    |DCJL|D8A,XIIDA    |D8     |66,64,(6-8),10-12,16-18,(20-22),36-38                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D14;
1337    |DCJL|D8A,X4DA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),48                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1338    |DCJL|D8A,X6DA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1339    |DCJL|D8A,X8DA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1340    |DCJL|D8A,D28A    |D8     |66,64,(6-8),10-12                     |64-66DG,68DG,6DG,8DG,12DG                     |D14;
